Longitude[deg], Latitude[deg], Radiance
24.637100 -0.334100 0.084712
24.645599 -0.334500 0.084712
24.656799 -0.334900 0.084712
24.666698 -0.335300 0.084712
24.676500 -0.335700 0.074374
24.687799 -0.336100 0.074374
24.697599 -0.336500 0.089882
24.707499 -0.336800 0.095051
24.718699 -0.337200 0.095051
24.728600 -0.337600 0.089882
24.739899 -0.338000 0.079543
24.749699 -0.338400 0.084712
24.759600 -0.338800 0.089882
24.769400 -0.339200 0.095051
24.780699 -0.339600 0.095051
24.790600 -0.340000 0.105389
24.800400 -0.340400 0.084712
24.810299 -0.340800 0.110559
24.821600 -0.341200 0.095051
24.832899 -0.341600 0.100220
24.842800 -0.342000 0.100220
24.852699 -0.342400 0.100220
24.862598 -0.342800 0.095051
24.873899 -0.343200 0.110559
24.883799 -0.343600 0.105389
24.893700 -0.343900 0.100220
24.903599 -0.344300 0.100220
24.914900 -0.344700 0.100220
24.594799 -0.344300 0.074413
24.610199 -0.344700 0.079582
24.615900 -0.345100 0.079582
24.625700 -0.345500 0.084751
24.635599 -0.345900 0.074413
24.646799 -0.346300 0.105428
24.656700 -0.346700 0.089921
24.666500 -0.347000 0.089921
24.676300 -0.347400 0.095090
24.687599 -0.347800 0.100259
24.697500 -0.348200 0.100259
24.708700 -0.348600 0.089921
24.718599 -0.349000 0.084751
24.728498 -0.349400 0.089921
24.739700 -0.349800 0.079582
24.749599 -0.350200 0.084751
24.759399 -0.350600 0.100259
24.769299 -0.351000 0.089921
24.780600 -0.351400 0.084751
24.790400 -0.351800 0.100259
24.800299 -0.352200 0.095090
24.811600 -0.352600 0.095090
24.821499 -0.353000 0.095090
24.831400 -0.353400 0.095090
24.842699 -0.353800 0.100259
24.852600 -0.354100 0.095090
24.862499 -0.354500 0.095090
24.873800 -0.354900 0.095090
24.883699 -0.355300 0.105428
24.893599 -0.355700 0.105428
24.904900 -0.356100 0.110598
24.914799 -0.356500 0.095090
24.594700 -0.356100 0.079622
24.610199 -0.356500 0.095130
24.615799 -0.356800 0.095130
24.625700 -0.357200 0.089961
24.635500 -0.357600 0.089961
24.646799 -0.358000 0.084792
24.656599 -0.358400 0.089961
24.666399 -0.358800 0.084792
24.676300 -0.359200 0.079622
24.687500 -0.359600 0.084792
24.697300 -0.360000 0.095130
24.707199 -0.360400 0.089961
24.718500 -0.360800 0.095130
24.728300 -0.361200 0.089961
24.738199 -0.361600 0.084792
24.749399 -0.362000 0.089961
24.759300 -0.362400 0.095130
24.770599 -0.362800 0.095130
24.780399 -0.363200 0.105469
24.790298 -0.363500 0.100300
24.801600 -0.364000 0.095130
24.811499 -0.364300 0.110638
24.821400 -0.364700 0.100300
24.831299 -0.365100 0.110638
24.841200 -0.365500 0.095130
24.852499 -0.365900 0.095130
24.862400 -0.366300 0.115807
24.873699 -0.366700 0.100300
24.883600 -0.367100 0.100300
24.893499 -0.367500 0.105469
24.904799 -0.367900 0.100300
24.914598 -0.368300 0.100300
24.594599 -0.367800 0.079663
24.610100 -0.368300 0.058986
24.615799 -0.368600 0.090001
24.625599 -0.369000 0.095171
24.636900 -0.369400 0.090001
24.645300 -0.369800 0.090001
24.656599 -0.370200 0.100340
24.666399 -0.370600 0.090001
24.676300 -0.371000 0.100340
24.687500 -0.371400 0.100340
24.697300 -0.371800 0.084832
24.706999 -0.372200 0.079663
24.718399 -0.372600 0.095171
24.728199 -0.373000 0.084832
24.739500 -0.373400 0.090001
24.749300 -0.373700 0.090001
24.759199 -0.374100 0.095171
24.770399 -0.374500 0.074494
24.780300 -0.374900 0.095171
24.790199 -0.375300 0.079663
24.799999 -0.375700 0.100340
24.811300 -0.376100 0.090001
24.821199 -0.376500 0.095171
24.831099 -0.376900 0.100340
24.841000 -0.377300 0.084832
24.852400 -0.377700 0.095171
24.862200 -0.378100 0.110678
24.873600 -0.378500 0.100340
24.883499 -0.378900 0.095171
24.893400 -0.379300 0.095171
24.904699 -0.379700 0.095171
24.914499 -0.380100 0.105509
24.594500 -0.379600 0.079703
24.609999 -0.380000 0.090042
24.615599 -0.380400 0.079703
24.625500 -0.380800 0.084873
24.636700 -0.381200 0.100380
24.646599 -0.381600 0.079703
24.656500 -0.382000 0.084873
24.666300 -0.382400 0.095211
24.676199 -0.382700 0.084873
24.687399 -0.383100 0.084873
24.697199 -0.383500 0.090042
24.707100 -0.383900 0.084873
24.718300 -0.384300 0.079703
24.728199 -0.384700 0.084873
24.739399 -0.385100 0.090042
24.749199 -0.385500 0.084873
24.759100 -0.385900 0.084873
24.768900 -0.386300 0.105550
24.780199 -0.386700 0.095211
24.790100 -0.387100 0.095211
24.799900 -0.387500 0.074534
24.811199 -0.387900 0.090042
24.821100 -0.388300 0.095211
24.830999 -0.388700 0.095211
24.842400 -0.389100 0.100380
24.852299 -0.389500 0.084873
24.862200 -0.389800 0.090042
24.872099 -0.390200 0.095211
24.883400 -0.390600 0.095211
24.893299 -0.391000 0.090042
24.903099 -0.391400 0.095211
24.914400 -0.391800 0.095211
24.592899 -0.391400 0.079742
24.609798 -0.391800 0.090081
24.615499 -0.392200 0.084912
24.625299 -0.392500 0.090081
24.636599 -0.393000 0.084912
24.644999 -0.393300 0.084912
24.656300 -0.393700 0.079742
24.666199 -0.394100 0.079742
24.676100 -0.394500 0.090081
24.687300 -0.394900 0.079742
24.697199 -0.395300 0.074573
24.708500 -0.395700 0.074573
24.718300 -0.396100 0.079742
24.728100 -0.396500 0.084912
24.739399 -0.396900 0.100419
24.749199 -0.397300 0.079742
24.758999 -0.397700 0.084912
24.768900 -0.398100 0.095250
24.780100 -0.398500 0.090081
24.789999 -0.398900 0.095250
24.799799 -0.399300 0.105589
24.811100 -0.399700 0.100419
24.820999 -0.400000 0.084912
24.830900 -0.400400 0.095250
24.842299 -0.400800 0.100419
24.852200 -0.401200 0.100419
24.862099 -0.401600 0.100419
24.873400 -0.402000 0.095250
24.883299 -0.402400 0.090081
24.893099 -0.402800 0.090081
24.904400 -0.403200 0.090081
24.914299 -0.403600 0.100419
24.594200 -0.403100 0.084952
24.609699 -0.403600 0.084952
24.615299 -0.403900 0.090121
24.625200 -0.404300 0.090121
24.636400 -0.404700 0.084952
24.644899 -0.405100 0.095291
24.656199 -0.405500 0.079783
24.665998 -0.405900 0.084952
24.677299 -0.406300 0.074614
24.685799 -0.406700 0.079783
24.697100 -0.407100 0.084952
24.708399 -0.407500 0.090121
24.718199 -0.407900 0.084952
24.728100 -0.408300 0.084952
24.737900 -0.408700 0.090121
24.749100 -0.409100 0.090121
24.758999 -0.409400 0.090121
24.768799 -0.409800 0.084952
24.780100 -0.410200 0.074614
24.789900 -0.410600 0.100460
24.799700 -0.411000 0.100460
24.810999 -0.411400 0.100460
24.820900 -0.411800 0.095291
24.830799 -0.412200 0.090121
24.840700 -0.412600 0.095291
24.852098 -0.413000 0.090121
24.862000 -0.413400 0.079783
24.873199 -0.413800 0.100460
24.883099 -0.414200 0.095291
24.893000 -0.414600 0.090121
24.904299 -0.415000 0.069444
24.914299 -0.415400 0.095291
24.592600 -0.414900 0.079823
24.609499 -0.415300 0.090162
24.615099 -0.415700 0.090162
24.625000 -0.416100 0.084992
24.636299 -0.416500 0.079823
24.644800 -0.416900 0.074654
24.656000 -0.417300 0.090162
24.665899 -0.417700 0.084992
24.675800 -0.418000 0.095331
24.687099 -0.418500 0.079823
24.696899 -0.418800 0.079823
24.706799 -0.419200 0.079823
24.718100 -0.419600 0.079823
24.727900 -0.420000 0.090162
24.739199 -0.420400 0.095331
24.749100 -0.420800 0.105669
24.758900 -0.421200 0.074654
24.770199 -0.421600 0.090162
24.779999 -0.422000 0.090162
24.789799 -0.422400 0.074654
24.799599 -0.422800 0.095331
24.810900 -0.423200 0.095331
24.820799 -0.423600 0.100500
24.830700 -0.424000 0.100500
24.842100 -0.424400 0.105669
24.851999 -0.424800 0.100500
24.861898 -0.425200 0.100500
24.873199 -0.425600 0.084992
24.883099 -0.426000 0.100500
24.893000 -0.426300 0.105669
24.902899 -0.426700 0.100500
24.914200 -0.427100 0.105669
24.593800 -0.426700 0.085033
24.609299 -0.427100 0.079864
24.615000 -0.427500 0.074694
24.624899 -0.427800 0.095371
24.636099 -0.428300 0.095371
24.646000 -0.428600 0.090202
24.655899 -0.429000 0.105710
24.665800 -0.429400 0.100541
24.675600 -0.429800 0.074694
24.686899 -0.430200 0.085033
24.696800 -0.430600 0.074694
24.706699 -0.431000 0.069525
24.717999 -0.431400 0.085033
24.727798 -0.431800 0.079864
24.739100 -0.432200 0.079864
24.748999 -0.432600 0.079864
24.758900 -0.433000 0.085033
24.770199 -0.433400 0.090202
24.779900 -0.433800 0.090202
24.789700 -0.434200 0.095371
24.799500 -0.434600 0.105710
24.810799 -0.435000 0.085033
24.820700 -0.435300 0.110879
24.830599 -0.435700 0.100541
24.841999 -0.436100 0.090202
24.851900 -0.436500 0.100541
24.861799 -0.436900 0.100541
24.871700 -0.437300 0.100541
24.882999 -0.437700 0.095371
24.892899 -0.438100 0.100541
24.902800 -0.438500 0.100541
24.914200 -0.438900 0.100541
24.593699 -0.438400 0.074733
24.609200 -0.438900 0.079903
24.614799 -0.439200 0.085072
24.624699 -0.439600 0.105749
24.636000 -0.440000 0.074733
24.645899 -0.440400 0.079903
24.655699 -0.440800 0.095410
24.665600 -0.441200 0.079903
24.675499 -0.441600 0.085072
24.686800 -0.442000 0.079903
24.696699 -0.442400 0.079903
24.708000 -0.442800 0.085072
24.717800 -0.443200 0.090241
24.727699 -0.443600 0.090241
24.739000 -0.444000 0.090241
24.748899 -0.444400 0.090241
24.758799 -0.444700 0.095410
24.770100 -0.445100 0.090241
24.779900 -0.445500 0.095410
24.789700 -0.445900 0.095410
24.800900 -0.446300 0.095410
24.810699 -0.446700 0.100580
24.820599 -0.447100 0.095410
24.830500 -0.447500 0.105749
24.841900 -0.447900 0.105749
24.851799 -0.448300 0.105749
24.861700 -0.448700 0.085072
24.871599 -0.449100 0.100580
24.882900 -0.449500 0.095410
24.892799 -0.449900 0.095410
24.904200 -0.450300 0.090241
24.914099 -0.450700 0.105749
24.592100 -0.450200 0.079943
24.608999 -0.450600 0.079943
24.614599 -0.451000 0.074774
24.624500 -0.451400 0.069605
24.635799 -0.451800 0.100620
24.644299 -0.452200 0.079943
24.655600 -0.452600 0.085112
24.665499 -0.453000 0.085112
24.675400 -0.453300 0.079943
24.685200 -0.453700 0.090282
24.696499 -0.454100 0.079943
24.707899 -0.454500 0.085112
24.717800 -0.454900 0.085112
24.727600 -0.455300 0.085112
24.737499 -0.455700 0.085112
24.748800 -0.456100 0.090282
24.758699 -0.456500 0.090282
24.769999 -0.456900 0.095451
24.779799 -0.457300 0.100620
24.789598 -0.457700 0.090282
24.799398 -0.458100 0.100620
24.810600 -0.458500 0.090282
24.820499 -0.458900 0.095451
24.830399 -0.459300 0.100620
24.841799 -0.459700 0.095451
24.851700 -0.460100 0.095451
24.861599 -0.460500 0.095451
24.871599 -0.460800 0.095451
24.882900 -0.461200 0.100620
24.892799 -0.461600 0.105789
24.904099 -0.462000 0.090282
24.914000 -0.462400 0.090282
24.593300 -0.462000 0.095491
24.608799 -0.462400 0.095491
24.614500 -0.462700 0.095491
24.624399 -0.463100 0.069645
24.635700 -0.463500 0.079983
24.644100 -0.463900 0.085153
24.655399 -0.464300 0.085153
24.665298 -0.464700 0.090322
24.675200 -0.465100 0.085153
24.686499 -0.465500 0.085153
24.696400 -0.465900 0.085153
24.706299 -0.466300 0.079983
24.717600 -0.466700 0.074814
24.727499 -0.467100 0.074814
24.738800 -0.467500 0.090322
24.748699 -0.467900 0.095491
24.758600 -0.468300 0.105830
24.769899 -0.468700 0.079983
24.779699 -0.469100 0.090322
24.789499 -0.469500 0.095491
24.799299 -0.469800 0.100660
24.810499 -0.470300 0.085153
24.820400 -0.470600 0.079983
24.830299 -0.471000 0.100660
24.840199 -0.471400 0.085153
24.851599 -0.471800 0.085153
24.861500 -0.472200 0.105830
24.872900 -0.472600 0.095491
24.882799 -0.473000 0.095491
24.892700 -0.473400 0.095491
24.903999 -0.473800 0.095491
24.913898 -0.474200 0.100660
24.593100 -0.473700 0.090362
24.608700 -0.474200 0.090362
24.614300 -0.474500 0.095532
24.624199 -0.474900 0.095532
24.634100 -0.475300 0.090362
24.645399 -0.475700 0.090362
24.655300 -0.476100 0.095532
24.665199 -0.476500 0.095532
24.675100 -0.476900 0.074855
24.686399 -0.477300 0.085193
24.696299 -0.477700 0.085193
24.706200 -0.478100 0.080024
24.717499 -0.478500 0.095532
24.727400 -0.478800 0.095532
24.738699 -0.479300 0.100701
24.748600 -0.479600 0.100701
24.758499 -0.480000 0.095532
24.768400 -0.480400 0.095532
24.779600 -0.480800 0.095532
24.789400 -0.481200 0.095532
24.799200 -0.481600 0.100701
24.810400 -0.482000 0.095532
24.820299 -0.482400 0.105870
24.830200 -0.482800 0.095532
24.841599 -0.483200 0.100701
24.851500 -0.483600 0.105870
24.861399 -0.484000 0.100701
24.872799 -0.484400 0.090362
24.882700 -0.484800 0.090362
24.892599 -0.485200 0.090362
24.902500 -0.485600 0.090362
24.913898 -0.486000 0.121378
24.592999 -0.485500 0.090401
24.608500 -0.485900 0.080063
24.614100 -0.486300 0.085232
24.623999 -0.486700 0.085232
24.635300 -0.487100 0.074894
24.645199 -0.487500 0.074894
24.655100 -0.487800 0.074894
24.664999 -0.488200 0.085232
24.674900 -0.488600 0.080063
24.684799 -0.489000 0.090401
24.696100 -0.489400 0.085232
24.707399 -0.489800 0.085232
24.717299 -0.490200 0.090401
24.727200 -0.490600 0.095571
24.738600 -0.491000 0.090401
24.748499 -0.491400 0.116248
24.758299 -0.491800 0.090401
24.769600 -0.492200 0.100740
24.779499 -0.492600 0.105909
24.789299 -0.493000 0.100740
24.800499 -0.493400 0.111078
24.810299 -0.493800 0.095571
24.820200 -0.494200 0.095571
24.830099 -0.494600 0.100740
24.841499 -0.495000 0.100740
24.851398 -0.495400 0.100740
24.861399 -0.495700 0.095571
24.871300 -0.496100 0.100740
24.882599 -0.496500 0.095571
24.892500 -0.496900 0.105909
24.903799 -0.497300 0.090401
24.913700 -0.497700 0.090401
24.591400 -0.497200 0.095611
24.608299 -0.497700 0.090442
24.614000 -0.498000 0.074934
24.623899 -0.498400 0.074934
24.633799 -0.498800 0.085273
24.643700 -0.499200 0.095611
24.654999 -0.499600 0.090442
24.664900 -0.500000 0.085273
24.674799 -0.500400 0.095611
24.684700 -0.500800 0.090442
24.695999 -0.501200 0.085273
24.707300 -0.501600 0.085273
24.717199 -0.502000 0.095611
24.727098 -0.502400 0.095611
24.737000 -0.502800 0.100780
24.748299 -0.503200 0.095611
24.758200 -0.503600 0.100780
24.768099 -0.503900 0.090442
24.779400 -0.504400 0.100780
24.789200 -0.504700 0.111119
24.800400 -0.505100 0.111119
24.810200 -0.505500 0.095611
24.820099 -0.505900 0.095611
24.830000 -0.506300 0.080103
24.841400 -0.506700 0.105950
24.851299 -0.507100 0.095611
24.861198 -0.507500 0.085273
24.871199 -0.507900 0.100780
24.882500 -0.508300 0.100780
24.892399 -0.508700 0.100780
24.903700 -0.509100 0.105950
24.913599 -0.509500 0.105950
24.591200 -0.509000 0.085313
24.608200 -0.509400 0.090482
24.613800 -0.509800 0.074974
24.623699 -0.510200 0.085313
24.635000 -0.510600 0.100821
24.643499 -0.511000 0.095651
24.654799 -0.511400 0.080144
24.664700 -0.511800 0.069805
24.674599 -0.512100 0.074974
24.684500 -0.512500 0.090482
24.695799 -0.512900 0.100821
24.707199 -0.513300 0.080144
24.717100 -0.513700 0.080144
24.726999 -0.514100 0.095651
24.736898 -0.514500 0.095651
24.748199 -0.514900 0.085313
24.758099 -0.515300 0.100821
24.769400 -0.515700 0.100821
24.779299 -0.516100 0.095651
24.789099 -0.516500 0.105990
24.800299 -0.516900 0.111159
24.810099 -0.517300 0.100821
24.820000 -0.517700 0.085313
24.829899 -0.518100 0.090482
24.839899 -0.518500 0.100821
24.851200 -0.518900 0.105990
24.861099 -0.519300 0.100821
24.872499 -0.519700 0.111159
24.882399 -0.520100 0.095651
24.892300 -0.520400 0.105990
24.903599 -0.520900 0.095651
24.913599 -0.521200 0.105990
24.591000 -0.520700 0.085313
24.608000 -0.521200 0.100821
24.613600 -0.521500 0.095651
24.623499 -0.521900 0.074974
24.633400 -0.522300 0.074974
24.643299 -0.522700 0.080144
24.654699 -0.523100 0.074974
24.664598 -0.523500 0.090482
24.675900 -0.523900 0.100821
24.685799 -0.524300 0.085313
24.695700 -0.524700 0.095651
24.705599 -0.525100 0.085313
24.716900 -0.525500 0.080144
24.726799 -0.525900 0.095651
24.738199 -0.526300 0.095651
24.748100 -0.526700 0.100821
24.757999 -0.527100 0.100821
24.767899 -0.527500 0.100821
24.779200 -0.527900 0.105990
24.789000 -0.528300 0.090482
24.798800 -0.528600 0.095651
24.809999 -0.529100 0.105990
24.819899 -0.529400 0.100821
24.831200 -0.529800 0.095651
24.841200 -0.530200 0.095651
24.851099 -0.530600 0.111159
24.861000 -0.531000 0.105990
24.872400 -0.531400 0.111159
24.882299 -0.531800 0.100821
24.892199 -0.532200 0.105990
24.902100 -0.532600 0.100821
24.913500 -0.533000 0.100821
24.592199 -0.532500 0.095651
24.607800 -0.533000 0.090482
24.613499 -0.533300 0.090482
24.623400 -0.533700 0.085313
24.634699 -0.534100 0.085313
24.644600 -0.534500 0.100821
24.654499 -0.534900 0.095651
24.664400 -0.535300 0.080144
24.674299 -0.535700 0.085313
24.685600 -0.536100 0.095651
24.695499 -0.536500 0.090482
24.706900 -0.536900 0.095651
24.715399 -0.537200 0.105990
24.726700 -0.537600 0.085313
24.737999 -0.538000 0.090482
24.747900 -0.538400 0.105990
24.757900 -0.538800 0.111159
24.767799 -0.539200 0.095651
24.779099 -0.539600 0.095651
24.788898 -0.540000 0.116329
24.798698 -0.540400 0.100821
24.809900 -0.540800 0.100821
24.819799 -0.541200 0.074974
24.829699 -0.541600 0.116329
24.841000 -0.542000 0.100821
24.851000 -0.542400 0.095651
24.860899 -0.542800 0.095651
24.872200 -0.543200 0.100821
24.882200 -0.543600 0.105990
24.892099 -0.544000 0.100821
24.901999 -0.544400 0.100821
24.913399 -0.544800 0.105990
24.592100 -0.544300 0.090482
24.607599 -0.544700 0.095651
24.613300 -0.545100 0.080144
24.623199 -0.545500 0.095651
24.633099 -0.545800 0.085313
24.643000 -0.546200 0.085313
24.655800 -0.546700 0.090482
24.664200 -0.547000 0.074974
24.674200 -0.547400 0.090482
24.685499 -0.547800 0.090482
24.695400 -0.548200 0.100821
24.706699 -0.548600 0.095651
24.716700 -0.549000 0.100821
24.726599 -0.549400 0.105990
24.736500 -0.549800 0.100821
24.747799 -0.550200 0.100821
24.757700 -0.550600 0.095651
24.767700 -0.551000 0.090482
24.778999 -0.551400 0.131836
24.790298 -0.551800 0.105990
24.799999 -0.552200 0.111159
24.809799 -0.552600 0.121498
24.819599 -0.553000 0.105990
24.829500 -0.553300 0.095651
24.840899 -0.553800 0.105990
24.850800 -0.554100 0.105990
24.860699 -0.554500 0.090482
24.870699 -0.554900 0.111159
24.882099 -0.555300 0.111159
24.893400 -0.555700 0.085313
24.903399 -0.556100 0.116329
24.913399 -0.556500 0.095651
24.591900 -0.556000 0.080144
24.607500 -0.556500 0.100821
24.613100 -0.556800 0.090482
24.622999 -0.557200 0.095651
24.634399 -0.557600 0.085313
24.644299 -0.558000 0.100821
24.654200 -0.558400 0.111159
24.664099 -0.558800 0.085313
24.674000 -0.559200 0.090482
24.685299 -0.559600 0.090482
24.695299 -0.560000 0.085313
24.705200 -0.560400 0.095651
24.716499 -0.560800 0.095651
24.726398 -0.561200 0.090482
24.736399 -0.561500 0.085313
24.747700 -0.562000 0.100821
24.757599 -0.562300 0.100821
24.768999 -0.562700 0.090482
24.778900 -0.563100 0.095651
24.788700 -0.563500 0.090482
24.799900 -0.563900 0.116329
24.809700 -0.564300 0.100821
24.819500 -0.564700 0.111159
24.829399 -0.565100 0.116329
24.840700 -0.565500 0.105990
24.850698 -0.565900 0.095651
24.860600 -0.566300 0.121498
24.872000 -0.566700 0.090482
24.882000 -0.567100 0.090482
24.892000 -0.567500 0.095651
24.903399 -0.567900 0.100821
24.913399 -0.568300 0.105990
24.590300 -0.567800 0.085313
24.607300 -0.568200 0.095651
24.612900 -0.568600 0.100821
24.622900 -0.569000 0.095651
24.634199 -0.569400 0.095651
24.644100 -0.569800 0.100821
24.653999 -0.570100 0.090482
24.663898 -0.570500 0.090482
24.673899 -0.570900 0.090482
24.685200 -0.571300 0.085313
24.695099 -0.571700 0.095651
24.705000 -0.572100 0.095651
24.716400 -0.572500 0.085313
24.726299 -0.572900 0.100821
24.737600 -0.573300 0.095651
24.747599 -0.573700 0.090482
24.757500 -0.574100 0.100821
24.768799 -0.574500 0.095651
24.778799 -0.574900 0.105990
24.788599 -0.575300 0.105990
24.798399 -0.575700 0.105990
24.809599 -0.576100 0.105990
24.819399 -0.576500 0.105990
24.829300 -0.576900 0.105990
24.840599 -0.577300 0.100821
24.850599 -0.577700 0.111159
24.860498 -0.578000 0.100821
24.871899 -0.578500 0.085313
24.881899 -0.578800 0.100821
24.891899 -0.579200 0.100821
24.901899 -0.579600 0.095651
24.913300 -0.580000 0.100821
24.591499 -0.581000 0.090482
24.607100 -0.581400 0.085313
24.612799 -0.581800 0.085313
24.622700 -0.582200 0.095651
24.633999 -0.582600 0.090482
24.643900 -0.583000 0.090482
24.653799 -0.583400 0.085313
24.663799 -0.583800 0.095651
24.673698 -0.584100 0.105990
24.684999 -0.584600 0.100821
24.695000 -0.584900 0.090482
24.704899 -0.585300 0.090482
24.714800 -0.585700 0.111159
24.726099 -0.586100 0.111159
24.737499 -0.586500 0.100821
24.747400 -0.586900 0.095651
24.757299 -0.587300 0.100821
24.767300 -0.587700 0.105990
24.778599 -0.588100 0.116329
24.788500 -0.588500 0.105990
24.799700 -0.588900 0.105990
24.808100 -0.589300 0.121498
24.819300 -0.589700 0.126667
24.830599 -0.590100 0.105990
24.840500 -0.590500 0.116329
24.850500 -0.590900 0.111159
24.860399 -0.591300 0.116329
24.870399 -0.591700 0.111159
24.881899 -0.592100 0.111159
24.891899 -0.592500 0.111159
24.901899 -0.592800 0.090482
24.913198 -0.593300 0.121498
24.591299 -0.592700 0.090482
24.606899 -0.593200 0.090482
24.612600 -0.593500 0.085313
24.622499 -0.593900 0.090482
24.633799 -0.594300 0.085313
24.642300 -0.594700 0.090482
24.653700 -0.595100 0.080144
24.663599 -0.595500 0.090482
24.673500 -0.595900 0.090482
24.684900 -0.596300 0.085313
24.694799 -0.596700 0.095651
24.706200 -0.597100 0.085313
24.716099 -0.597500 0.095651
24.726000 -0.597900 0.095651
24.737400 -0.598300 0.100821
24.747299 -0.598700 0.095651
24.757200 -0.599100 0.105990
24.767099 -0.599500 0.111159
24.778500 -0.599900 0.105990
24.788300 -0.600300 0.105990
24.798199 -0.600600 0.105990
24.809399 -0.601100 0.116329
24.819199 -0.601400 0.100821
24.829100 -0.601800 0.105990
24.840500 -0.602200 0.095651
24.850399 -0.602600 0.111159
24.860399 -0.603000 0.111159
24.870300 -0.603400 0.116329
24.881800 -0.603800 0.095651
24.891800 -0.604200 0.105990
24.903200 -0.604600 0.105990
24.913099 -0.605000 0.111159
24.589699 -0.604500 0.090482
24.606699 -0.604900 0.080144
24.612400 -0.605300 0.080144
24.622299 -0.605700 0.085313
24.633699 -0.606100 0.090482
24.642199 -0.606500 0.095651
24.653500 -0.606900 0.100821
24.663399 -0.607300 0.105990
24.674799 -0.607700 0.100821
24.683300 -0.608000 0.095651
24.694700 -0.608400 0.100821
24.705999 -0.608900 0.095651
24.715899 -0.609200 0.095651
24.725899 -0.609600 0.090482
24.735800 -0.610000 0.095651
24.747099 -0.610400 0.100821
24.757000 -0.610800 0.105990
24.768400 -0.611200 0.121498
24.778299 -0.611600 0.105990
24.788198 -0.612000 0.100821
24.799398 -0.612400 0.105990
24.809299 -0.612800 0.111159
24.819099 -0.613200 0.111159
24.828999 -0.613600 0.095651
24.838900 -0.614000 0.111159
24.850300 -0.614400 0.116329
24.860300 -0.614800 0.095651
24.870300 -0.615200 0.105990
24.881699 -0.615600 0.105990
24.891600 -0.616000 0.105990
24.903000 -0.616400 0.111159
24.913000 -0.616800 0.111159
24.591000 -0.616200 0.095651
24.606600 -0.616700 0.085313
24.612200 -0.617000 0.095651
24.622200 -0.617400 0.095651
24.633499 -0.617800 0.095651
24.642000 -0.618200 0.095651
24.653399 -0.618600 0.095651
24.663300 -0.619000 0.100821
24.673199 -0.619400 0.100821
24.684599 -0.619800 0.105990
24.694500 -0.620200 0.100821
24.705900 -0.620600 0.100821
24.715799 -0.621000 0.095651
24.725698 -0.621400 0.095651
24.737099 -0.621800 0.100821
24.747000 -0.622200 0.121498
24.756899 -0.622600 0.116329
24.768200 -0.623000 0.116329
24.778000 -0.623400 0.111159
24.787899 -0.623800 0.105990
24.797800 -0.624100 0.111159
24.809099 -0.624600 0.116329
24.819000 -0.624900 0.116329
24.828899 -0.625300 0.111159
24.838799 -0.625700 0.095651
24.850199 -0.626100 0.095651
24.860199 -0.626500 0.111159
24.871599 -0.626900 0.111159
24.881599 -0.627300 0.105990
24.891499 -0.627700 0.116329
24.903000 -0.628100 0.111159
24.912899 -0.628500 0.105990
24.590799 -0.628000 0.105990
24.606400 -0.628400 0.111159
24.612099 -0.628800 0.100821
24.622000 -0.629200 0.085313
24.633299 -0.629600 0.100821
24.643299 -0.630000 0.090482
24.651800 -0.630400 0.111159
24.663099 -0.630800 0.105990
24.673100 -0.631200 0.111159
24.684399 -0.631600 0.105990
24.694399 -0.631900 0.100821
24.704300 -0.632300 0.100821
24.715700 -0.632700 0.121498
24.725599 -0.633100 0.095651
24.737000 -0.633500 0.111159
24.746899 -0.633900 0.111159
24.756699 -0.634300 0.105990
24.766600 -0.634700 0.121498
24.777800 -0.635100 0.116329
24.787600 -0.635500 0.121498
24.797499 -0.635900 0.126667
24.808899 -0.636300 0.105990
24.818800 -0.636700 0.111159
24.828800 -0.637100 0.116329
24.838699 -0.637500 0.095651
24.850100 -0.637900 0.116329
24.860100 -0.638300 0.105990
24.870100 -0.638700 0.100821
24.881500 -0.639100 0.095651
24.891499 -0.639500 0.095651
24.902899 -0.639900 0.100821
24.912800 -0.640300 0.105990
24.590599 -0.639700 0.111159
24.606199 -0.640200 0.100821
24.611900 -0.640500 0.085313
24.621799 -0.640900 0.080144
24.633200 -0.641300 0.095651
24.641699 -0.641700 0.095651
24.653000 -0.642100 0.085313
24.663000 -0.642500 0.105990
24.672899 -0.642900 0.111159
24.684299 -0.643300 0.111159
24.694199 -0.643700 0.100821
24.705599 -0.644100 0.105990
24.714100 -0.644500 0.116329
24.725500 -0.644900 0.111159
24.736799 -0.645300 0.095651
24.746799 -0.645700 0.095651
24.756599 -0.646100 0.111159
24.766399 -0.646500 0.105990
24.777699 -0.646900 0.111159
24.787498 -0.647300 0.100821
24.797400 -0.647600 0.100821
24.808699 -0.648100 0.105990
24.818699 -0.648400 0.126667
24.828699 -0.648800 0.126667
24.840099 -0.649200 0.121498
24.849998 -0.649600 0.111159
24.859999 -0.650000 0.111159
24.871399 -0.650400 0.111159
24.881399 -0.650800 0.116329
24.891399 -0.651200 0.116329
24.902699 -0.651600 0.105990
24.912699 -0.652000 0.116329
24.590399 -0.651500 0.100821
24.605999 -0.651900 0.095651
24.611700 -0.652300 0.085313
24.621599 -0.652700 0.100821
24.632999 -0.653100 0.085313
24.642899 -0.653500 0.090482
24.652899 -0.653900 0.085313
24.662800 -0.654300 0.095651
24.672800 -0.654600 0.095651
24.684099 -0.655000 0.111159
24.694099 -0.655400 0.100821
24.705399 -0.655800 0.095651
24.715399 -0.656200 0.116329
